session_id,user_id,content_id,start_ts,watch_sec,device,autoplay,is_live_view,country
1564,213,60,2025-01-19 12:04:06,2002,Web,1,0,FR
1565,213,16,2025-02-20 12:21:59,1879,Mobile,0,0,FR
1566,213,63,2025-03-30 09:54:20,1335,Mobile,1,0,FR
1567,213,78,2025-04-30 09:27:31,232,TV,0,0,FR
1568,213,3,2025-04-19 13:39:38,3082,Web,1,0,FR
1569,213,89,2025-05-15 07:54:37,1098,Web,0,0,FR
1570,213,97,2025-05-28 15:13:00,505,Mobile,0,0,FR
1571,213,26,2025-06-19 07:16:38,1601,Mobile,1,0,FR
1572,213,12,2025-06-07 00:58:25,1013,Web,0,0,FR
1573,213,32,2025-06-24 07:00:29,542,Mobile,0,0,FR
1574,213,51,2025-06-09 22:22:43,494,Mobile,0,0,FR
1575,214,12,2025-01-17 13:38:01,1153,Mobile,0,0,FR
1576,214,31,2025-01-14 05:43:04,2425,TV,0,0,FR
1577,214,99,2025-01-16 02:56:04,2258,TV,0,1,FR
1578,214,59,2025-01-22 05:02:58,1835,Mobile,0,0,FR
1579,214,21,2025-02-19 03:20:58,317,Mobile,0,0,FR
1580,214,119,2025-02-01 10:59:02,1871,TV,0,0,FR
1581,214,10,2025-02-26 22:03:45,984,Tablet,1,0,FR
1582,214,63,2025-05-30 03:04:26,755,Mobile,0,0,FR
1583,214,7,2025-05-27 22:35:52,1087,Mobile,0,0,FR
1584,214,55,2025-06-10 12:19:54,1093,TV,0,0,FR
1585,214,85,2025-06-20 09:50:10,1973,Mobile,1,0,FR
1586,214,102,2025-07-05 02:32:46,1801,Mobile,0,0,FR
1587,214,70,2025-07-31 02:08:11,1601,TV,0,0,FR
1588,214,36,2025-08-10 16:33:08,1954,TV,1,0,FR
1589,214,71,2025-08-14 14:18:49,1047,Mobile,0,0,FR
1590,214,85,2025-08-02 13:24:51,1651,Mobile,0,0,FR
1591,215,104,2025-08-23 15:17:02,1072,Mobile,0,0,FR
1592,216,68,2025-06-27 02:38:51,2657,Mobile,0,0,CH
1593,217,66,2025-03-29 15:43:27,427,TV,0,0,FR
1594,217,64,2025-04-21 03:56:56,300,Web,0,0,FR
1595,217,10,2025-06-24 23:44:58,839,Mobile,0,0,FR
1596,217,40,2025-06-04 21:27:35,781,TV,1,0,FR
1597,217,10,2025-07-27 03:38:49,301,Mobile,0,0,FR
1598,217,78,2025-07-04 03:59:23,2364,Web,1,0,FR
1599,217,88,2025-08-09 19:22:28,760,Mobile,0,0,FR
1600,217,95,2025-08-22 08:33:21,828,Mobile,0,0,FR
1601,218,114,2024-11-19 00:42:35,717,Web,1,0,BE
1602,218,33,2024-11-16 08:26:10,2474,Mobile,0,0,BE
1603,219,111,2025-05-16 15:32:47,576,Tablet,1,0,FR
1604,219,40,2025-05-15 02:07:08,615,TV,0,0,FR
1605,219,105,2025-05-28 09:27:00,560,TV,0,0,FR
1606,219,103,2025-06-05 22:38:03,1574,Mobile,1,0,FR
1607,219,7,2025-06-07 20:22:30,2073,Web,1,0,FR
1608,220,88,2025-03-31 01:25:28,615,TV,1,0,CH
1609,220,4,2025-04-08 09:46:37,1377,Mobile,1,1,CH
1610,221,84,2025-07-18 00:56:31,2110,Mobile,0,0,FR
1611,221,1,2025-08-03 12:23:41,955,Web,0,0,FR
1612,221,30,2025-08-25 02:13:23,618,Mobile,0,0,FR
1613,222,34,2025-08-31 03:05:59,574,Mobile,1,0,CH
1614,222,41,2025-08-23 05:11:12,1003,Web,0,0,CH
1615,223,51,2024-12-13 12:23:56,584,Mobile,0,0,FR
1616,223,110,2025-01-03 07:13:32,1365,Mobile,0,0,FR
1617,223,9,2025-01-27 12:45:32,178,Web,0,0,FR
1618,223,94,2025-02-01 07:35:24,692,Mobile,1,0,FR
1619,223,98,2025-02-06 10:09:37,1218,Web,0,0,FR
1620,224,30,2025-05-19 17:53:01,1250,TV,0,0,CH
1621,224,114,2025-05-31 23:35:54,114,Mobile,1,0,CH
1622,224,73,2025-06-15 10:12:19,2227,TV,0,0,CH
1623,225,67,2025-05-05 20:34:17,250,Mobile,1,0,CH
1624,225,55,2025-05-25 11:49:25,1355,Mobile,0,0,CH
1625,225,103,2025-08-05 20:20:03,907,Mobile,0,1,CH
1626,226,47,2025-08-15 08:49:25,3275,Mobile,1,0,FR
1627,227,110,2025-05-31 00:45:28,2001,Web,1,0,CH
1628,227,30,2025-05-30 03:06:32,503,Mobile,1,0,CH
1629,227,16,2025-07-29 05:23:59,930,TV,0,0,CH
1630,227,48,2025-07-25 06:00:13,398,Mobile,0,0,CH
1631,228,28,2024-09-11 01:27:47,1197,Mobile,1,0,BE
1632,228,4,2024-11-26 20:15:00,208,Mobile,0,0,BE
1633,228,69,2024-11-16 22:25:43,1298,TV,0,0,BE
1634,228,100,2025-02-16 08:17:06,2381,Web,1,0,BE
1635,228,13,2025-02-26 02:47:32,1453,Mobile,0,0,BE
1636,228,49,2025-03-23 05:59:33,1928,Mobile,0,0,BE
1637,228,97,2025-03-13 05:40:24,681,Web,1,1,BE
1638,228,51,2025-04-08 23:17:49,1450,Mobile,0,0,BE
1639,228,13,2025-04-06 15:05:01,583,TV,1,0,BE
1640,228,12,2025-07-28 03:59:21,1380,Mobile,0,0,BE
1641,229,21,2025-08-30 04:45:14,521,TV,0,0,FR
1642,229,11,2025-08-29 03:19:58,1040,Tablet,0,1,FR
1643,230,8,2024-12-12 13:42:51,1129,Web,0,1,FR
1644,230,44,2025-01-04 08:35:27,178,Web,0,0,FR
1645,230,3,2025-02-01 11:39:49,786,Web,1,0,FR
1646,230,101,2025-02-12 14:07:41,998,Web,0,0,FR
1647,230,58,2025-03-15 11:58:57,1430,Web,0,0,FR
1648,230,100,2025-04-17 17:40:26,1116,TV,1,0,FR
1649,230,17,2025-07-29 16:04:15,1568,Mobile,0,0,FR
1650,232,105,2025-03-15 19:58:05,311,TV,0,0,FR
1651,232,35,2025-03-29 04:00:14,481,Tablet,1,0,FR
1652,232,11,2025-03-26 19:55:17,1524,TV,0,0,FR
1653,232,55,2025-04-01 15:30:53,329,TV,0,0,FR
1654,232,119,2025-04-13 22:37:23,2102,Mobile,0,0,FR
1655,232,29,2025-04-26 18:31:15,1472,TV,0,0,FR
1656,232,114,2025-04-02 03:31:58,348,TV,0,0,FR
1657,232,58,2025-05-21 19:48:13,1607,Mobile,0,0,FR
1658,232,74,2025-05-29 08:08:12,270,Web,1,0,FR
1659,232,20,2025-05-04 19:20:58,541,Mobile,1,0,FR
1660,232,29,2025-06-01 19:26:56,1627,TV,0,0,FR
1661,232,23,2025-08-31 19:11:03,1124,Mobile,1,0,FR
1662,232,22,2025-08-27 21:53:03,691,Web,1,0,FR
1663,232,15,2025-08-17 02:17:47,1762,Tablet,0,0,FR
1664,233,40,2025-01-21 23:29:01,712,TV,1,0,FR
1665,233,116,2025-01-22 22:51:01,1232,Tablet,1,0,FR
1666,233,101,2025-02-15 00:31:55,598,Mobile,0,0,FR
1667,233,42,2025-03-06 19:51:04,2687,Web,0,1,FR
1668,233,67,2025-05-21 15:58:40,683,TV,0,1,FR
1669,233,20,2025-06-02 17:55:04,566,Tablet,0,0,FR
1670,233,64,2025-07-24 20:41:51,1707,Mobile,0,0,FR
1671,233,85,2025-08-26 21:27:27,239,Mobile,0,1,FR
1672,234,36,2025-06-08 07:07:47,1295,Mobile,0,0,CH
1673,234,60,2025-08-02 13:14:28,523,Mobile,1,0,CH
1674,234,118,2025-08-29 14:05:21,1821,TV,0,0,CH
1675,235,117,2025-06-08 05:29:37,644,Web,0,0,CH
1676,235,111,2025-06-25 18:38:56,1787,Tablet,1,0,CH
1677,235,84,2025-07-31 19:16:55,2841,Mobile,1,0,CH
1678,235,55,2025-07-10 05:58:05,1100,Web,0,0,CH
1679,235,37,2025-08-10 13:57:30,2879,Mobile,1,0,CH
1680,235,62,2025-08-02 13:48:27,290,TV,0,0,CH
1681,235,20,2025-08-09 11:12:45,2609,Web,1,0,CH
1682,237,91,2025-04-25 09:51:02,1244,Mobile,1,0,FR
1683,237,6,2025-05-02 14:38:24,1045,TV,0,0,FR
1684,237,109,2025-06-13 08:05:05,1464,Web,0,0,FR
1685,237,85,2025-07-17 10:11:36,650,Web,1,0,FR
1686,237,85,2025-07-14 20:18:08,1953,Mobile,0,0,FR
1687,237,54,2025-08-12 07:41:11,207,Web,0,0,FR
1688,237,12,2025-08-20 17:13:09,1299,TV,0,0,FR
1689,238,87,2025-04-08 04:08:44,776,TV,0,0,FR
1690,238,109,2025-05-09 20:18:57,834,Web,1,0,FR
1691,238,91,2025-05-20 11:19:09,437,Mobile,1,0,FR
1692,238,19,2025-05-22 21:47:18,289,Mobile,0,0,FR
1693,238,55,2025-06-12 16:54:25,2359,Web,0,0,FR
1694,238,50,2025-07-04 15:36:47,973,Web,0,0,FR
1695,238,55,2025-08-22 16:49:25,1012,TV,1,0,FR
1696,239,50,2025-01-09 02:01:34,865,Mobile,1,0,FR
1697,239,97,2025-01-09 02:14:57,1219,TV,0,0,FR
1698,239,12,2025-01-14 23:09:31,773,Mobile,0,0,FR
1699,239,93,2025-02-20 02:08:00,1236,Mobile,0,0,FR
1700,239,13,2025-02-10 21:33:55,607,Web,0,0,FR
1701,239,74,2025-02-05 21:53:44,884,Mobile,0,0,FR
1702,239,47,2025-02-11 04:27:04,2465,TV,1,0,FR
1703,239,16,2025-03-30 20:34:20,2402,Mobile,1,0,FR
1704,239,94,2025-03-12 18:30:03,595,TV,0,0,FR
1705,239,7,2025-04-24 21:16:59,1207,Tablet,0,0,FR
1706,239,11,2025-04-12 22:49:31,698,Mobile,0,1,FR
1707,239,58,2025-04-11 20:30:54,1098,Web,0,0,FR
1708,239,15,2025-05-29 04:53:46,1422,Web,1,0,FR
1709,239,7,2025-05-11 02:04:09,1623,Mobile,0,0,FR
1710,239,118,2025-06-05 10:57:48,2019,Mobile,1,0,FR
1711,239,88,2025-06-04 12:20:33,1071,Tablet,0,0,FR
1712,239,39,2025-06-02 05:49:07,848,Mobile,1,0,FR
1713,240,109,2025-04-25 20:09:17,60,Mobile,0,0,FR
1714,240,77,2025-07-20 17:44:08,688,Web,1,1,FR
1715,240,85,2025-07-17 13:49:25,310,Mobile,0,0,FR
1716,240,87,2025-07-08 15:17:49,1150,Mobile,1,0,FR
1717,241,81,2024-09-24 08:03:05,1432,Mobile,0,0,BE
1718,241,98,2024-10-23 04:41:02,832,TV,1,0,BE
1719,241,21,2024-10-26 09:00:56,1167,Tablet,0,0,BE
1720,241,101,2024-10-31 17:22:04,223,Mobile,0,0,BE
1721,241,86,2024-10-24 16:46:11,792,Mobile,0,0,BE
1722,241,83,2024-10-11 11:13:55,1180,TV,0,0,BE
1723,241,72,2024-11-20 11:17:52,1313,Mobile,1,0,BE
1724,241,30,2024-11-18 21:51:25,926,Web,1,0,BE
1725,241,34,2024-11-07 23:25:22,1106,TV,0,0,BE
1726,242,80,2025-01-31 03:45:42,1479,TV,1,0,CH
1727,242,8,2025-02-02 14:36:38,574,TV,1,0,CH
1728,242,105,2025-03-01 10:00:53,251,Mobile,0,0,CH
1729,242,76,2025-04-30 10:29:33,495,Mobile,0,0,CH
1730,242,113,2025-04-12 08:08:40,138,TV,1,0,CH
1731,242,89,2025-05-23 02:28:43,2021,Mobile,0,0,CH
1732,242,5,2025-08-28 03:53:59,1031,Web,1,0,CH
1733,243,51,2025-07-15 14:15:22,830,Tablet,0,0,CH
1734,243,116,2025-07-29 06:04:25,1113,TV,0,0,CH
1735,243,13,2025-07-30 02:11:17,700,TV,1,0,CH
1736,243,63,2025-07-26 05:10:58,626,TV,1,0,CH
1737,243,1,2025-07-05 06:56:00,3341,Mobile,0,0,CH
1738,243,97,2025-08-30 22:48:14,1222,Mobile,0,1,CH
1739,243,7,2025-08-25 15:17:04,876,Mobile,1,0,CH
1740,244,7,2025-04-30 07:30:55,1209,Web,1,0,FR
1741,244,35,2025-04-28 12:36:34,1457,Mobile,0,0,FR
1742,244,26,2025-05-30 12:43:58,1147,Tablet,0,0,FR
1743,244,42,2025-07-04 04:34:51,2626,Mobile,0,0,FR
1744,244,1,2025-07-25 21:30:52,699,TV,1,0,FR
1745,244,76,2025-08-26 01:44:20,842,TV,0,0,FR
1746,244,89,2025-08-14 08:01:46,512,Mobile,1,0,FR
1747,245,105,2024-10-30 01:59:51,351,Web,0,0,BE
1748,245,111,2024-10-30 23:54:24,1625,Web,1,0,BE
1749,245,109,2024-11-14 15:28:17,970,Web,0,0,BE
1750,245,63,2024-11-14 16:53:06,969,Mobile,1,0,BE
1751,245,19,2024-12-23 05:44:40,60,Mobile,0,0,BE
1752,245,94,2025-03-08 04:05:36,680,Web,0,0,BE
1753,245,5,2025-05-05 03:14:12,1236,TV,1,0,BE
1754,245,44,2025-06-17 23:26:00,1251,TV,0,0,BE
1755,245,65,2025-06-10 00:51:33,781,Mobile,1,0,BE
1756,245,67,2025-06-15 12:14:58,1935,Web,0,0,BE
1757,245,93,2025-07-07 21:23:51,905,Web,0,0,BE
1758,245,119,2025-07-02 23:39:26,478,Tablet,1,0,BE
1759,245,112,2025-07-07 14:33:23,480,Mobile,0,0,BE
1760,245,31,2025-08-05 00:30:40,1218,TV,0,0,BE
1761,246,41,2024-11-27 16:24:48,1248,Tablet,0,0,CH
1762,246,110,2024-12-07 15:31:02,1836,Web,0,0,CH
1763,246,5,2024-12-31 14:54:05,1225,TV,0,0,CH
1764,246,27,2024-12-25 09:28:32,2038,Mobile,1,0,CH
1765,246,31,2025-01-12 10:34:15,1970,TV,1,0,CH
1766,246,61,2025-02-04 16:00:25,322,Mobile,1,0,CH
1767,246,2,2025-02-23 21:47:35,1242,TV,0,0,CH
1768,246,100,2025-03-24 08:08:29,1332,TV,1,0,CH
1769,246,28,2025-04-24 08:18:59,645,Tablet,0,0,CH
1770,246,11,2025-06-01 13:19:02,810,Mobile,1,0,CH
1771,247,17,2024-10-16 14:28:20,493,TV,0,0,BE
1772,247,30,2024-11-24 02:10:14,1627,Mobile,1,0,BE
1773,247,107,2024-12-11 10:29:48,1464,Mobile,0,0,BE
1774,247,13,2025-04-15 14:00:49,182,Mobile,0,0,BE
1775,247,93,2025-04-04 16:26:55,574,TV,0,0,BE
1776,247,23,2025-04-21 22:56:31,645,Web,0,0,BE
1777,247,12,2025-04-22 07:02:59,783,TV,0,0,BE
1778,247,117,2025-06-08 01:33:52,1355,Mobile,1,0,BE
1779,247,52,2025-06-30 02:28:02,769,TV,0,0,BE
1780,247,64,2025-06-20 01:13:56,1085,Mobile,0,0,BE
1781,247,120,2025-07-01 13:59:44,1402,TV,0,0,BE
1782,247,119,2025-07-18 02:59:29,184,Web,1,0,BE
1783,247,48,2025-08-05 21:22:35,1130,Mobile,1,0,BE
1784,247,1,2025-08-24 18:32:05,2072,Web,1,0,BE
1785,247,56,2025-08-31 01:43:12,2336,Mobile,0,0,BE
1786,247,2,2025-08-08 00:12:46,211,TV,1,0,BE
1787,247,78,2025-08-24 14:31:08,2054,TV,1,0,BE
1788,248,45,2025-01-15 07:39:05,1049,Mobile,0,0,FR
1789,248,101,2025-01-26 11:10:03,891,TV,1,0,FR
1790,248,88,2025-02-03 12:55:07,1749,Mobile,0,0,FR
1791,248,28,2025-02-05 09:24:37,3072,Mobile,0,0,FR
1792,248,99,2025-02-09 06:21:56,484,Mobile,0,0,FR
1793,248,60,2025-03-13 01:24:29,320,Mobile,1,0,FR
1794,248,81,2025-03-23 14:59:23,1674,Tablet,0,0,FR
1795,248,62,2025-03-12 11:55:04,1296,Web,1,0,FR
1796,248,112,2025-04-07 07:34:22,1006,Web,0,0,FR
1797,248,20,2025-05-20 21:16:01,1575,TV,1,0,FR
1798,248,39,2025-05-05 18:43:35,1347,TV,0,0,FR
1799,248,95,2025-05-05 21:34:21,211,Web,0,0,FR
1800,248,112,2025-07-16 13:31:56,695,TV,0,0,FR
1801,248,91,2025-07-17 01:57:28,1496,Mobile,0,0,FR
1802,248,107,2025-07-27 12:39:21,2689,TV,1,0,FR
1803,248,22,2025-08-02 22:10:41,1644,Web,0,0,FR
1804,248,46,2025-08-01 19:11:04,684,TV,1,0,FR
1805,249,42,2025-04-12 18:43:20,3859,Web,1,0,FR
1806,249,44,2025-04-18 17:25:46,2781,Tablet,1,0,FR
1807,249,46,2025-06-06 16:45:54,902,Mobile,0,0,FR
1808,249,83,2025-07-31 14:54:33,1016,TV,0,0,FR
1809,249,39,2025-07-30 16:11:51,520,Mobile,1,0,FR
1810,249,1,2025-07-02 16:41:30,916,Mobile,1,0,FR
1811,249,16,2025-08-24 16:51:16,1133,Mobile,1,0,FR
1812,250,64,2024-12-09 13:22:15,815,Web,0,0,CH
1813,250,15,2025-01-28 22:19:35,1250,Mobile,1,0,CH
1814,250,45,2025-01-10 18:41:07,1494,TV,1,0,CH
1815,250,104,2025-02-20 13:31:06,959,Web,0,0,CH
1816,250,45,2025-02-03 20:11:02,1121,TV,0,1,CH
1817,250,26,2025-03-23 10:23:38,368,Tablet,0,0,CH
1818,250,62,2025-03-06 13:12:14,550,Mobile,0,0,CH
1819,250,82,2025-04-18 19:33:28,2674,Mobile,1,0,CH
1820,250,18,2025-05-20 06:30:44,901,Tablet,0,0,CH
1821,250,4,2025-05-23 14:06:29,1517,Tablet,1,0,CH
1822,250,18,2025-05-25 23:58:22,1274,TV,0,0,CH
1823,250,82,2025-06-04 21:03:06,1655,Mobile,0,0,CH
1824,250,14,2025-06-29 17:36:13,2847,Tablet,0,0,CH
1825,250,99,2025-07-24 07:36:58,601,Web,0,0,CH
1826,251,45,2025-07-31 09:37:05,329,Mobile,1,0,BE
1827,252,88,2024-12-30 07:06:37,1722,Web,1,0,FR
1828,252,51,2024-12-30 23:00:01,385,TV,1,0,FR
1829,252,82,2025-01-05 17:12:14,2774,Web,1,0,FR
1830,253,52,2025-01-22 20:18:05,1152,Web,1,0,FR
1831,253,84,2025-01-12 17:45:30,806,Tablet,1,0,FR
1832,253,26,2025-01-31 11:35:57,1314,Mobile,0,0,FR
1833,253,78,2025-01-30 08:26:59,691,Web,1,0,FR
1834,253,36,2025-01-23 15:58:20,2270,TV,0,0,FR
1835,253,46,2025-02-28 20:40:46,2133,TV,0,0,FR
1836,253,46,2025-02-01 07:05:16,2102,Mobile,0,0,FR
1837,253,120,2025-02-21 13:35:43,1329,Mobile,0,0,FR
1838,253,4,2025-03-13 15:57:37,1600,Mobile,0,0,FR
1839,253,94,2025-04-20 15:01:58,1189,Mobile,0,0,FR
1840,253,79,2025-05-25 22:35:48,1140,Mobile,0,0,FR
1841,253,102,2025-05-07 15:50:59,2291,Mobile,0,0,FR
1842,253,77,2025-05-09 19:00:38,1133,Mobile,0,1,FR
1843,253,10,2025-05-30 03:29:44,951,Mobile,0,0,FR
1844,253,98,2025-06-12 04:56:48,414,Tablet,1,0,FR
1845,253,41,2025-07-01 02:11:35,873,Web,0,0,FR
1846,253,88,2025-08-09 12:54:22,1256,Mobile,1,0,FR
1847,253,22,2025-08-12 11:56:07,1849,Mobile,0,0,FR
1848,253,61,2025-08-23 03:17:48,623,Web,0,0,FR
1849,254,119,2024-10-25 07:25:31,299,Tablet,0,0,BE
1850,254,7,2024-10-27 10:27:50,674,Mobile,0,0,BE
1851,254,49,2024-12-23 17:12:57,1770,Mobile,0,0,BE
1852,254,116,2024-12-17 15:15:43,417,Mobile,0,0,BE
1853,254,51,2024-12-26 01:40:24,1728,TV,0,0,BE
1854,254,51,2025-02-23 00:59:21,253,Web,0,0,BE
1855,254,19,2025-03-16 02:24:50,267,TV,0,0,BE
1856,254,52,2025-03-15 00:26:04,528,Mobile,1,0,BE
1857,254,70,2025-04-17 05:01:43,1244,Mobile,0,0,BE
1858,254,77,2025-04-03 05:12:54,1372,Mobile,0,0,BE
1859,255,60,2024-10-27 01:44:38,1806,Mobile,1,0,CH
1860,255,34,2024-10-07 10:52:54,445,Mobile,0,0,CH
1861,255,108,2024-11-19 11:11:50,2439,Tablet,1,0,CH
1862,255,26,2024-11-01 15:12:59,1778,Tablet,0,0,CH
1863,255,25,2024-11-14 05:24:55,344,Mobile,1,0,CH
1864,255,3,2024-11-11 05:17:16,135,TV,0,0,CH
1865,255,41,2024-11-10 20:35:32,921,Mobile,0,0,CH
1866,255,13,2024-12-04 08:36:35,739,Web,0,0,CH
1867,255,26,2024-12-11 21:26:10,520,Tablet,0,0,CH
1868,255,25,2024-12-13 17:57:16,509,Mobile,0,0,CH
1869,255,36,2024-12-23 11:00:47,1659,Web,0,0,CH
1870,255,6,2024-12-02 09:15:57,2621,Mobile,1,0,CH
1871,255,116,2025-01-16 20:52:56,395,Mobile,1,0,CH
1872,255,89,2025-01-10 04:24:33,342,Web,0,0,CH
1873,255,114,2025-02-27 13:39:54,512,Tablet,0,0,CH
1874,255,120,2025-02-04 18:59:24,1146,Mobile,0,0,CH
1875,255,37,2025-03-26 20:34:57,2742,Mobile,1,0,CH
1876,255,22,2025-04-03 07:16:39,1056,Tablet,0,0,CH
1877,255,54,2025-04-07 13:41:01,283,Mobile,0,0,CH
1878,255,81,2025-05-08 01:38:22,1967,TV,0,0,CH
1879,255,25,2025-06-02 20:06:48,522,Tablet,1,0,CH
1880,256,73,2025-08-30 18:04:39,1102,Mobile,0,0,FR
1881,256,74,2025-08-30 16:49:53,614,Mobile,1,0,FR
1882,256,22,2025-08-27 12:13:55,1547,Web,1,0,FR
1883,257,78,2024-09-27 10:07:01,1782,Tablet,0,0,FR
1884,257,102,2024-09-26 12:27:27,1767,Mobile,1,1,FR
1885,257,18,2024-09-25 03:11:23,481,Web,0,0,FR
1886,257,44,2024-11-16 22:22:12,139,Mobile,1,0,FR
1887,257,72,2024-12-02 23:52:34,1934,TV,1,0,FR
1888,257,34,2025-01-01 08:44:52,1163,Tablet,1,0,FR
1889,257,42,2025-01-09 22:10:04,2452,TV,0,0,FR
1890,257,64,2025-02-17 00:58:47,339,TV,0,0,FR
1891,257,35,2025-03-14 10:14:09,729,Mobile,0,0,FR
1892,257,90,2025-04-21 06:23:36,723,Web,1,0,FR
1893,257,79,2025-06-10 11:59:13,1371,Mobile,1,0,FR
1894,257,82,2025-07-25 21:34:19,1202,Mobile,0,0,FR
1895,257,85,2025-08-20 00:20:25,813,Mobile,0,0,FR
1896,259,61,2025-06-30 05:35:31,570,Mobile,0,0,BE
1897,259,24,2025-08-05 11:42:53,1514,Mobile,0,0,BE
1898,260,71,2025-05-12 03:25:48,661,Web,0,0,BE
1899,260,24,2025-05-11 15:01:55,644,TV,1,0,BE
1900,260,41,2025-06-05 13:23:25,897,Web,1,0,BE
1901,260,70,2025-06-12 19:38:56,1556,Mobile,0,0,BE
1902,261,4,2024-11-13 04:57:16,738,Mobile,0,0,FR
1903,261,93,2024-11-29 20:14:50,1691,Tablet,0,0,FR
1904,261,86,2024-11-10 02:12:05,711,Web,0,0,FR
1905,261,94,2024-12-07 13:51:30,811,TV,1,0,FR
1906,261,55,2024-12-14 00:27:21,1630,Mobile,0,0,FR
1907,261,107,2024-12-11 14:41:00,3406,Web,0,0,FR
1908,261,119,2025-01-23 07:06:12,1378,Web,1,0,FR
1909,261,99,2025-02-22 15:51:13,1988,Mobile,1,0,FR
1910,261,114,2025-02-17 15:46:31,629,TV,1,0,FR
1911,261,108,2025-02-19 05:01:55,2239,Web,0,0,FR
1912,261,42,2025-03-20 21:33:47,3000,Mobile,0,1,FR
1913,261,19,2025-03-21 14:52:47,334,TV,1,0,FR
1914,261,33,2025-04-28 22:44:48,615,Web,0,0,FR
1915,261,101,2025-04-17 16:44:49,617,Mobile,0,0,FR
1916,261,39,2025-04-14 06:17:47,610,Web,1,0,FR
1917,261,52,2025-04-13 22:28:54,547,Mobile,1,0,FR
1918,261,88,2025-04-10 16:13:26,1447,Mobile,0,0,FR
1919,262,41,2025-06-13 21:31:40,494,Mobile,0,0,BE
1920,263,49,2025-07-28 00:24:37,315,TV,0,0,FR
1921,263,23,2025-07-24 19:33:37,2002,Mobile,0,1,FR
1922,263,91,2025-07-14 11:37:28,2452,Tablet,1,0,FR
1923,263,85,2025-07-10 20:46:56,2799,Tablet,0,1,FR
1924,263,22,2025-07-14 21:04:24,1865,Mobile,0,0,FR
1925,263,34,2025-08-14 05:29:10,923,Mobile,1,0,FR
1926,263,52,2025-08-18 20:37:56,119,TV,0,0,FR
1927,263,66,2025-08-26 20:19:37,782,Web,0,0,FR
1928,264,10,2025-07-31 10:39:50,1672,Web,0,0,CH
1929,264,23,2025-08-06 14:24:06,2876,Web,0,0,CH
1930,265,36,2025-07-11 04:34:04,583,Web,0,0,CH
1931,265,78,2025-07-23 00:21:22,567,Tablet,0,0,CH
1932,265,27,2025-07-26 08:00:26,1607,Web,0,0,CH
1933,265,113,2025-08-25 04:32:01,1075,TV,0,0,CH
1934,265,50,2025-08-19 07:11:04,569,Mobile,0,0,CH
1935,266,78,2024-09-27 08:26:37,917,Mobile,0,0,BE
1936,266,61,2024-10-11 20:39:21,417,Mobile,0,0,BE
1937,266,99,2024-10-17 00:31:31,891,Mobile,0,0,BE
1938,266,93,2025-08-01 10:41:19,957,Mobile,0,0,BE
1939,266,51,2025-08-11 11:26:19,857,Mobile,1,0,BE
1940,267,43,2024-12-28 03:22:40,1026,TV,1,0,FR
1941,267,108,2024-12-30 05:51:46,1071,Web,0,0,FR
1942,267,113,2024-12-29 09:18:26,446,Mobile,0,0,FR
1943,267,118,2024-12-28 00:25:43,1516,Web,0,0,FR
1944,267,117,2024-12-29 05:17:46,1174,Mobile,0,0,FR
1945,267,78,2024-12-31 02:17:45,2253,Web,0,0,FR
1946,267,8,2025-01-30 07:24:53,823,TV,0,0,FR
1947,267,48,2025-01-09 12:18:11,1220,Mobile,0,0,FR
1948,267,4,2025-01-13 09:28:17,698,Mobile,0,0,FR
1949,267,49,2025-02-15 09:16:22,908,Tablet,1,0,FR
1950,267,110,2025-03-16 12:51:21,864,Mobile,1,0,FR
1951,267,114,2025-03-27 01:23:34,593,Mobile,0,0,FR
1952,267,48,2025-03-06 07:17:43,583,Mobile,0,0,FR
1953,267,70,2025-05-27 03:16:05,2638,Web,1,0,FR
1954,267,89,2025-05-25 19:12:32,1461,Mobile,1,0,FR
1955,267,102,2025-06-25 10:42:20,2626,Mobile,0,0,FR
1956,267,101,2025-07-03 17:09:05,1402,Mobile,0,0,FR
1957,267,32,2025-08-09 01:30:29,179,Web,0,0,FR
1958,267,105,2025-08-15 23:10:44,820,Mobile,0,0,FR
1959,267,7,2025-08-06 19:29:06,1074,TV,0,0,FR
1960,267,96,2025-08-04 20:02:44,318,Tablet,1,0,FR
1961,268,87,2025-08-26 06:52:07,1542,Mobile,1,0,FR
1962,269,52,2025-02-28 15:54:02,573,Web,0,0,BE
1963,269,66,2025-02-27 03:21:53,252,Web,1,0,BE
1964,269,52,2025-02-26 23:24:30,499,TV,0,0,BE
1965,269,40,2025-04-28 14:15:48,1300,TV,0,0,BE
1966,269,33,2025-05-12 15:26:38,1289,Tablet,0,0,BE
1967,269,73,2025-05-27 16:47:28,1444,TV,0,0,BE
1968,269,7,2025-05-08 15:03:27,543,Mobile,0,0,BE
1969,269,68,2025-05-15 09:07:53,2411,Mobile,0,0,BE
1970,269,90,2025-06-18 05:18:38,876,Mobile,1,0,BE
1971,269,98,2025-06-11 12:13:19,855,Mobile,0,0,BE
1972,269,42,2025-06-28 22:18:19,2802,TV,1,0,BE
1973,269,67,2025-07-06 04:27:15,381,Web,1,0,BE
1974,269,70,2025-08-13 04:05:40,1294,Mobile,0,0,BE
1975,270,4,2024-12-27 23:41:27,1530,Mobile,0,0,FR
1976,270,8,2025-02-16 14:32:14,1230,Web,0,0,FR
1977,270,52,2025-02-04 10:16:27,751,Mobile,0,0,FR
1978,270,60,2025-03-05 07:57:49,1021,Mobile,1,0,FR
